rank,resume_id,category,composite_score,status,est_years_exp,tfidf_score,skill_match_pct,category_pct,exp_score,edu_score,total_skills,matched_skills,missing_skills,bonus_skills,snippet
87,1143,DevOps Engineer,34.38, Not Recommended,9,6.35,19.57,37.5,100.0,100.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Sam Walker | sam.w@email.com DevOps / Cloud Engineer — 9 years EXPERIENCE: Senior DevOps Engineer — Spotify • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Kuber..."
88,1124,Python Developer,34.37, Not Recommended,2,11.44,28.26,75.0,25.0,85.0,26,"['agile', 'aws', 'docker', 'gcp', 'kubernetes', 'matplotlib', 'mongodb', 'numpy', 'pandas', 'postgresql', 'python', 'scikit-learn', 'sql']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'mlflow', 'nlp', 'nltk', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'ci/cd', 'django', 'elasticsearch', 'fastapi', 'flask', 'git', 'graphql', 'javascript', 'jenkins', 'linux', 'mysql', 'redis']","Emma Wilson | emma.w@email.com Python Software Developer — 2 years EXPERIENCE: Python Developer — Apple • Backend services: Django, Flask, FastAPI; data pipelines: Pandas, NumPy, P..."
89,1114,Python Developer,34.35, Not Recommended,2,11.37,28.26,75.0,25.0,85.0,26,"['agile', 'aws', 'docker', 'gcp', 'kubernetes', 'matplotlib', 'mongodb', 'numpy', 'pandas', 'postgresql', 'python', 'scikit-learn', 'sql']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'mlflow', 'nlp', 'nltk', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'ci/cd', 'django', 'elasticsearch', 'fastapi', 'flask', 'git', 'graphql', 'javascript', 'jenkins', 'linux', 'mysql', 'redis']","Olivia Thomas | olivia.t@email.com Python Software Developer — 2 years EXPERIENCE: Python Developer — Google • Backend services: Django, Flask, FastAPI; data pipelines: Pandas, Num..."
90,1108,Python Developer,34.11, Not Recommended,2,11.37,28.26,75.0,25.0,82.0,26,"['agile', 'aws', 'docker', 'gcp', 'kubernetes', 'matplotlib', 'mongodb', 'numpy', 'pandas', 'postgresql', 'python', 'scikit-learn', 'sql']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'mlflow', 'nlp', 'nltk', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'ci/cd', 'django', 'elasticsearch', 'fastapi', 'flask', 'git', 'graphql', 'javascript', 'jenkins', 'linux', 'mysql', 'redis']","Iris Davis | iris.d@email.com Python Software Developer — 2 years EXPERIENCE: Python Developer — Spotify • Backend services: Django, Flask, FastAPI; data pipelines: Pandas, NumPy,..."
91,1095,Java Developer,33.36, Not Recommended,5,7.72,21.74,62.5,62.5,82.0,20,"['agile', 'aws', 'docker', 'kafka', 'kubernetes', 'mongodb', 'postgresql', 'python', 'scrum', 'sql']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ci/cd', 'git', 'java', 'jenkins', 'microservices', 'mysql', 'oracle', 'redis', 'rest api', 'spring']","Alice Johnson | alice.j@email.com Java Software Engineer — 5 years EXPERIENCE: Senior Java Developer — Spotify • Enterprise apps: Java, Spring Boot, Hibernate, Maven; REST API, mic..."
92,1065,Web Designing,33.33, Not Recommended,7,6.67,15.22,50.0,87.5,100.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Peter Jackson | peter.j@email.com Full Stack Developer — 7 years EXPERIENCE: Senior Developer — Uber • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SASS •..."
93,1138,DevOps Engineer,33.25, Not Recommended,6,6.35,19.57,50.0,75.0,100.0,27,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'databricks', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Noah Anderson | noah.a@email.com DevOps / Cloud Engineer — 6 years EXPERIENCE: Senior DevOps Engineer — Databricks • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation..."
94,1126,DevOps Engineer,33.19, Not Recommended,9,6.38,19.57,37.5,100.0,85.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Bob Martinez | bob.m@email.com DevOps / Cloud Engineer — 9 years EXPERIENCE: Senior DevOps Engineer — Apple • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Kuber..."
95,1116,Python Developer,33.17, Not Recommended,2,11.44,28.26,75.0,25.0,70.0,27,"['agile', 'aws', 'docker', 'gcp', 'kubernetes', 'matplotlib', 'mongodb', 'numpy', 'pandas', 'postgresql', 'python', 'scikit-learn', 'sql']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'mlflow', 'nlp', 'nltk', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'ci/cd', 'django', 'elasticsearch', 'fastapi', 'flask', 'git', 'graphql', 'javascript', 'jenkins', 'linux', 'mysql', 'redis', 'snowflake']","Quinn Harris | quinn.h@email.com Python Software Developer — 2 years EXPERIENCE: Python Developer — Snowflake • Backend services: Django, Flask, FastAPI; data pipelines: Pandas, Nu..."
96,1104,Python Developer,33.17, Not Recommended,2,11.44,28.26,75.0,25.0,70.0,26,"['agile', 'aws', 'docker', 'gcp', 'kubernetes', 'matplotlib', 'mongodb', 'numpy', 'pandas', 'postgresql', 'python', 'scikit-learn', 'sql']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'mlflow', 'nlp', 'nltk', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'ci/cd', 'django', 'elasticsearch', 'fastapi', 'flask', 'git', 'graphql', 'javascript', 'jenkins', 'linux', 'mysql', 'redis']","Emma Wilson | emma.w@email.com Python Software Developer — 2 years EXPERIENCE: Python Developer — OpenAI • Backend services: Django, Flask, FastAPI; data pipelines: Pandas, NumPy,..."
97,1134,DevOps Engineer,32.94, Not Recommended,8,6.35,19.57,37.5,100.0,82.0,27,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'snowflake', 'terraform', 'unix']","James Garcia | james.g@email.com DevOps / Cloud Engineer — 8 years EXPERIENCE: Senior DevOps Engineer — Snowflake • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation •..."
98,1057,Web Designing,32.44, Not Recommended,8,6.7,15.22,50.0,100.0,70.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Henry Brown | henry.b@email.com Full Stack Developer — 8 years EXPERIENCE: Senior Developer — Google • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SASS •..."
99,1068,Web Designing,32.44, Not Recommended,8,6.7,15.22,50.0,100.0,70.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Sam Walker | sam.w@email.com Full Stack Developer — 8 years EXPERIENCE: Senior Developer — Microsoft • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SASS •..."
100,1063,Web Designing,32.44, Not Recommended,8,6.7,15.22,50.0,100.0,70.0,30,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'snowflake', 'spring', 'typescript', 'vue']","Noah Anderson | noah.a@email.com Full Stack Developer — 8 years EXPERIENCE: Senior Developer — Snowflake • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SA..."
101,1224,Business Analyst,32.38, Not Recommended,8,6.24,17.39,37.5,100.0,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Emma Wilson | emma.w@email.com Business Analyst — 8 years EXPERIENCE: Senior Business Analyst — IBM • Requirements gathering via stakeholder interviews; user stories, BRDs • Dashbo..."
102,1211,Business Analyst,32.38, Not Recommended,8,6.24,17.39,37.5,100.0,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Liam Taylor | liam.t@email.com Business Analyst — 8 years EXPERIENCE: Senior Business Analyst — Google • Requirements gathering via stakeholder interviews; user stories, BRDs • Das..."
103,1220,Business Analyst,32.37, Not Recommended,10,6.2,17.39,37.5,100.0,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Alice Johnson | alice.j@email.com Business Analyst — 10 years EXPERIENCE: Senior Business Analyst — Google • Requirements gathering via stakeholder interviews; user stories, BRDs •..."
104,1200,Business Analyst,32.37, Not Recommended,8,6.2,17.39,37.5,100.0,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Alice Johnson | alice.j@email.com Business Analyst — 8 years EXPERIENCE: Senior Business Analyst — Amazon • Requirements gathering via stakeholder interviews; user stories, BRDs •..."
105,1207,Business Analyst,32.37, Not Recommended,9,6.2,17.39,37.5,100.0,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Henry Brown | henry.b@email.com Business Analyst — 9 years EXPERIENCE: Senior Business Analyst — Nvidia • Requirements gathering via stakeholder interviews; user stories, BRDs • Da..."
106,1050,Web Designing,32.13, Not Recommended,7,6.67,15.22,50.0,87.5,85.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Alice Johnson | alice.j@email.com Full Stack Developer — 7 years EXPERIENCE: Senior Developer — Netflix • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SAS..."
